id_expose,url,title,address,contact_person,telephone,mobile,fax,price_purchase,estimated_monthly_rate,rooms,living_area_m2,furnishing,flat_type,floor,floor_total,bedrooms,commission_buyer_rate,maintenance_cost,construction_year,object_state,heating_type,energy_efficiency_class,location
,https://www.immobilienscout24.de/expose/121159984#/,Gute Kapitalanlage! 3-Zimmer-Maisonettewohnung mit Stellplatz zentral in Pforzheim," 75175 Pforzheim, Oststadt",,,,,235000,0,3.0,80.0,"['Balkon/ Terrasse', 'Gäste-WC', 'Vermietet', 'Personenaufzug']",,2,5,2,3.41,0,1967, Gepflegt , Fernwärme ,,"Pforzheims Oststadt ist ein sehr beliebter Stadtteil. Es herrscht ein bunter Mix aus herrschaftlichen Häusern aus der Kaiserzeit, Nachkriegsbauten und überaus modernen Gebäuden. Die Wege zu Super- und Wochenmarkt zum Bahnhof oder in die City sind kurz. So kann auf Wunsch auf das Auto verzichtet werden.
 
Die Immobilie liegt in einer Nebenstraße. In der direkten Nachbarschaft verteilen sich vielfältige Einkaufsmöglichkeiten, Dienstleister und Restaurants.
 
Anbindung ÖPNV:
Zug & S-Bahn | Pforzheim Hbf (ca. 7 Gehminuten)"
,https://www.immobilienscout24.de/expose/121157614#/,Helle und gut geschnittene Dachgeschosswohnung zentral in Pforzheim," 75175 Pforzheim, Oststadt",,,,,115000,0,2.0,41.0,"['Einbauküche', 'Keller', 'Vermietet']",,4,4,2,3.41,0,1958, Gepflegt , Etagenheizung ,,"Die Wohnung befindet sich zentral in Pforzheim und nicht weit vom Hauptbahnhof entfernt. Es herrscht ein bunter Mix aus herrschaftlichen Häusern aus der Kaiserzeit, Nachkriegsbauten und überaus modernen Gebäuden. Die Wege zu Super- und Wochenmarkt zum Bahnhof oder in die City sind kurz. So kann auf Wunsch auf das Auto verzichtet werden. 

Anbindung ÖPNV:
Bahn | Pforzheim Hbf. (ca. 9 Gehminuten)
"
,https://www.immobilienscout24.de/expose/121094656#/,,,,01744099646,,,0,0,0.0,0.0,,,0,0,0,0.0,0,,,,,
,https://www.immobilienscout24.de/expose/121086745#/,Paketkauf! Helle und gut geschnittene Dachgeschosswohnung mit Einbauküche," 75175 Pforzheim, Oststadt",,,,,0,0,1.5,26.0,"['Balkon/ Terrasse', 'Keller', 'Einbauküche']",,4,4,1,0.0,0,,,,,
,https://www.immobilienscout24.de/expose/120962533#/,,,,072311442518,017667049600,,0,0,0.0,0.0,,,0,0,0,0.0,0,,,,,
,https://www.immobilienscout24.de/expose/120905301#/,,,,,,,0,0,0.0,0.0,,,0,0,0,0.0,0,,,,,
,https://www.immobilienscout24.de/expose/120868336#/,Frei werdende Vierzimmerwohnung mit Balkon und Tiefgaragenstellplatz in Buckenberg ," 75175 Pforzheim, Südoststadt",,,,,310000,0,4.0,86.0,"['Balkon/ Terrasse', 'Keller']",,3,3,2,3.41,391,1991, Gepflegt , Zentralheizung ,,"• Die Wohnung befindet sich im Pforzheimer Stadtteil Buckenberg. 
• Alles für den täglichen Bedarf wie verschiedene Einkaufsmöglichkeiten Kitas, Schulen und Ärzte finden Sie in der näheren Umgebung.
• Das Zentrum von Pforzheim ist mit dem Auto in etwa 10 Minuten erreicht.

• Anbindung ÖPNV:
• Bus | Erlenweg | ca. 3 Minuten
• Bahn | Pforzheim Hbf. | ca. 8 Autominuten
"
,https://www.immobilienscout24.de/expose/120826786#/,Schöne 3-Zimmer-Wohnung mit 2 Balkonen im Herzen Pforzheims," 75177 Pforzheim, Nordstadt",,01786260260,,,224452,0,3.0,76.0,"['Balkon/ Terrasse', 'Keller', 'Einbauküche', 'Garten/ -mitbenutzung', 'Vermietet']", Etagenwohnung ,1,3,2,4.76,270,1959, Vollständig renoviert , Zentralheizung , H ,"Unweit des Hbf´s, mit kurzen Wegen zu Fuß zu Schulen, Innenstadt und Busbahnhof ist diese Wohnung auch verkehrsgünstig gelegen. Es sind kurze Wege zur Autobahn, aber auch zur B 10 und B294.
Pforzheim zwischen Stuttgart und Karlsruhe ist beliebt für kurze Wege zum Arbeitsplatz und seine Wohn- und Freizeitqualität. Im Norden die Reben, im Süden der Schwarzwald. Die Stadt ist durchzogen von gleich 3 Flüssen."
,https://www.immobilienscout24.de/expose/120707100#/,"EXKLUSIVE 4 1/2 Zi.-TERRASSEN-WOHNUNG IN BESTLAGE ""AM NAGOLDHANG""","Schwarzwaldstraße 160, 75173 Pforzheim, Südweststadt",,0723153455,,07231565466,580000,0,4.5,127.0,"['Stufenloser Zugang', 'Provisionsfrei', 'Personenaufzug', 'Balkon/ Terrasse', 'Keller', 'Garten/ -mitbenutzung', 'Gäste-WC']", Terrassenwohnung ,1,3,3,0.0,400,2020, Erstbezug , Fußbodenheizung ,,"Ruhige Anliegerstrasse in Südhanglage!
Die ""Schwarzwaldstr. 160"" liegt im Bereich des Villenstadtteils Pforzheim-Rodgebiet und gilt dort als eine der besten, teuersten, feinsten Adressen.
In der näheren Umgebung befinden sich Einkaufsmöglichkeiten, Sportstätten und div. Schulen."
,https://www.immobilienscout24.de/expose/120564078#/,"""Exklusives Unikat in Enznähe - Loft in Pforzheim"""," 75172 Pforzheim, Weststadt",,0711976576,,0711976577,480000,0,6.0,195.0,"['Balkon/ Terrasse', 'Keller', 'Gäste-WC', 'Einbauküche']", Etagenwohnung ,0,2,3,4.64,0,1970, Neuwertig , Fernwärme ,,"- zentral in der Weststadt von Pforzheim gelegen
- Nähe Messplatz und Enz
- Geschäfte des täglichen Bedarfs in der Nähe
- ca. 7 Minuten zu Fuß vom S-Bahnhof Maihälden entfernt
- mehrere Anschlüsse an die Autobahn A8
- großes Angebot an Schulen aller Art und Kindergärten am Ort"
,https://www.immobilienscout24.de/expose/121199197#/,WOHNUNG MIT 78 m² WOHNFLÄCHE,"Hirsauer Straße XXXX, 75180 Pforzheim, Dillweißenstein",,0711357072,,,53500,0,3.0,78.0,['Provisionsfrei'],,0,0,0,0.0,0,1905,,,,
,https://www.immobilienscout24.de/expose/120574171#/,"Helle Wohnung im Jugenstilhaus - Erstbezug nach Renovierung, ohne Provision!","Dietlingerstr 35, 75179 Pforzheim, Brötzingen",,01634336424,01634336424,,279000,0,4.0,101.0,"['Balkon/ Terrasse', 'Keller', 'Provisionsfrei']", Etagenwohnung ,2,4,2,0.0,0,1910, Erstbezug nach Sanierung , Gas-Heizung ,,"Brötzingen ist ein Stadtteil von Pforzheim.

Von hier sind Sie in wenigen Minuten in der Innenstadt, genauso wie im Grünen. Im wenige Minuten entfernten Wallberg lässt es sich erholsam spazieren. Die Autobahn A8 erreichen Sie mit dem Auto in weniger als 5 Minuten, so dass Sie stets eine zügige Anbindung nach Stuttgart und Karlsruhe haben.  
 
Die Brückenfunktion zu den Ballungsräumen macht Pforzheim, und Brötzingen im Besonderen, zu einem der attraktivsten Standorte in Baden-Württemberg. 
 
Parken: Parkmöglichkeiten direkt am Haus. S-Bahn: 350m vom Haus (Brötzingen Mitte);

Karlsruhe & Stuttgart Hbf: ca. 20-35min per Auto;  

Einkaufsmöglichkeiten, Schule und Innenstadt: Fußläufig;"
,https://www.immobilienscout24.de/expose/120558860#/,Schöne 2 Zimmer Wohnung zum wohlfühlen!," 75112 Pforzheim, Weststadt",,017666693816,017666693816,032121144660,148000,0,2.0,50.0,['Personenaufzug'], Etagenwohnung ,0,0,1,3.57,193,1966, Saniert , Fernwärme ,,"Pforzheim liegt am Nordrand des Schwarzwaldes und ist mit knapp 125.000 Einwohnern die achtgrößte Stadt Baden-Württembergs. Die angebotene Immobilie befindet sich in bester City-Lage unweit des Oststadtparks und nur ca. 1,5km vom Stadtzentrum entfernt. Alle Dinge des täglichen Bedarfs wie Einkaufsmöglichkeiten, Apotheken, Schulen, Ärzte und Kindergärten sind im Umkreis vorhanden und teils fußläufig erreichbar. An den öffentlichen Nahverkehr sind Sie angebunden, der Pforzheimer HBF ist ca. 750m entfernt. Über die nah verlaufende Autobahn A8 und diverse Bundesstraßen gelangen Sie in ca. 30 Minuten nach Karlsruhe und in ca. 40 Minuten in die Landeshauptstadt Stuttgart. Pforzheim liegt am Zusammenfluss von Enz, Nagold und Würm und wird aufgrund seiner geografischen Lage auch «Pforte zum Schwarzwald» genannt. Hier beginnen (und enden) zahlreiche Wanderwege, so dass auch Naturliebhaber auf ihre Kosten kommen, ohne auf die Annehmlichkeiten des städtischen Lebens zu verzichten."
,https://www.immobilienscout24.de/expose/117877840#/,,,,07031986260,017670865432,,0,0,0.0,0.0,,,0,0,0,0.0,0,,,,,
